Sedes,Autenticación_Correo,Autenticación_Facebook,Autenticación_Googleplus,Autenticación_Linkedin,Autenticación_Twitter,Rango_edad_desconocido,Rango_edad_De_14_a_17_Años,Rango_edad_De_18_a_28_Años,Rango_edad_De_29_a_50_Años,Rango_edad_Mayor_de_50_Años,Rango_edad_Menor_de_13_Años,Dispositivo_conexión_Computadora_personal,Dispositivo_conexión_Smartphone,Dispositivo_conexión_Tablet,Género_desconocido,Sexo_Femenino,Sexo_Masculino,Género_Otro,Mes,Año
Estación Acevedo (Metro),9762,367,2,0,4,7974,162,1345,609,35,10,31,10081,23,7927,856,1343,9,Abril,2019.0
Estación Caribe (Metro),4076,650,2,0,0,2661,354,996,495,98,124,147,4569,12,2633,963,1120,12,Abril,2019.0
Estación Caribe Costado Norte (Metro),5919,187,9,0,3,4914,97,772,317,11,7,14,6093,11,4911,590,609,8,Abril,2019.0
Estación Caribe Costado Sur (Metro),3319,125,0,0,9,2717,60,446,213,16,1,3,3438,12,2701,234,508,10,Abril,2019.0
Estación Gardel (Metroplús),8669,505,10,0,7,6575,205,1364,944,98,5,7,9109,75,6495,1161,1520,15,Abril,2019.0
Estación Hospital (Metroplús),14823,410,21,1,4,13164,153,1365,525,36,16,22,15220,17,13038,893,1315,13,Abril,2019.0
Estación Industriales L1 (Metroplús),9783,261,4,6,3,8740,89,839,353,32,4,13,10030,14,8653,606,787,11,Abril,2019.0
Estación Las Torres (Metrocable),3269,764,9,0,0,2508,173,1021,294,22,24,65,3914,63,2354,633,1052,3,Abril,2019.0
Estación Oriente (Tranvía),13098,755,10,0,2,10552,279,2067,886,59,22,29,13792,44,10368,1273,2207,17,Abril,2019.0
Estación Pabellón del Agua EPM (Tranvía),3530,232,2,0,1,2629,111,620,354,48,3,13,3740,12,2569,423,756,17,Abril,2019.0
Estación Parque Berrío (Metro),3412,190,0,0,4,2306,40,771,413,65,11,10,3585,11,2260,458,872,16,Abril,2019.0
Estación Poblado (Metro),6504,265,1,1,2,5317,67,996,350,29,14,10,6758,5,5229,667,862,15,Abril,2019.0
Estación San Antonio - Plazoleta De Abordaje (Tranvía),17097,865,13,0,3,14297,196,2370,1030,57,28,11,17924,43,13962,1539,2426,51,Abril,2019.0
Estación San Javier B (Metro),12016,725,13,6,20,9496,236,1949,904,135,60,26,12717,37,9448,1452,1863,17,Abril,2019.0
Estación San Javier J (Metrocable),6187,175,16,0,11,5226,148,637,353,15,10,20,6358,11,5269,494,610,16,Abril,2019.0
Estación Suramericana (Metro),6135,349,2,0,5,4715,55,1098,596,20,7,6,6473,12,4574,736,1147,34,Abril,2019.0
Estación Universidad (Metro),7703,782,1,1,49,6683,150,1100,554,33,16,37,8479,20,6492,809,1227,8,Abril,2019.0
Estación Villa Sierra (Metrocable),3936,749,19,0,0,2896,313,962,422,29,82,80,4590,34,2929,802,929,44,Abril,2019.0
Exteriores Ludoteca Casa San Martín,2458,414,1,0,0,1629,285,735,173,20,31,65,2783,25,1743,464,665,1,Abril,2019.0
Fuerte de Carabineros,241,3,0,0,0,99,6,23,115,1,0,7,237,0,105,41,97,1,Abril,2019.0
Hospital General De Medellín,8622,785,3,0,4,4759,302,2229,1921,160,43,64,9328,22,4587,2808,1975,44,Abril,2019.0
Hospital Infantil Concejo De Medellín,4979,388,1,0,43,2262,155,2184,770,14,26,25,5347,39,2197,2330,882,2,Abril,2019.0
Inspección 10B,872,119,0,0,0,377,9,160,436,9,0,0,986,5,284,387,320,0,Abril,2019.0
Inspección 9B,1040,14,3,0,0,160,30,303,485,78,1,76,981,0,188,542,310,17,Abril,2019.0
Inspección N°6 Doce De Octubre,1104,40,1,0,1,454,41,163,339,99,50,13,1129,4,531,344,267,4,Abril,2019.0
Jardín Botánico,6183,420,2,0,8,3464,293,1917,823,83,33,142,6450,21,3586,1459,1526,42,Abril,2019.0
La Cruz,3750,479,0,0,0,1980,504,1254,428,7,56,1,4210,18,2254,905,1062,8,Abril,2019.0
La Esperanza,1838,218,0,0,0,1140,175,555,129,11,46,52,1999,5,1185,495,372,4,Abril,2019.0
La Honda,4092,736,2,0,0,2616,414,1294,383,27,96,94,4666,70,2784,865,1166,15,Abril,2019.0
Mall Laureles,1998,218,1,2,4,1384,67,303,284,143,42,41,2144,38,1338,486,392,7,Abril,2019.0
Mascerca Belén,1864,51,0,0,3,767,24,707,327,92,1,24,1893,1,780,606,532,0,Abril,2019.0
Mascerca Castilla,1247,139,2,0,1,653,18,242,425,51,0,55,1334,0,654,448,285,2,Abril,2019.0
Mascerca Guayabal,785,186,0,0,0,581,7,111,246,26,0,83,887,1,481,193,297,0,Abril,2019.0
Mascerca La Floresta,1469,98,0,0,0,760,48,505,237,17,0,22,1540,5,784,444,329,10,Abril,2019.0
Mascerca Poblado,2039,149,0,0,0,891,37,746,465,47,2,34,2153,1,838,513,836,1,Abril,2019.0
Museo Cementerio San Pedro,118,17,0,0,0,84,6,37,8,0,0,0,134,1,74,7,53,1,Abril,2019.0
Parque 4 Vientos (Los Colores),1903,433,0,0,4,1434,35,466,378,24,3,120,2204,16,1197,259,844,40,Abril,2019.0
Parque Amisura,1051,177,108,0,0,935,27,241,110,22,1,47,1286,3,742,238,350,6,Abril,2019.0
Parque Aranjuez,14698,2072,23,0,18,12186,426,2579,1429,142,49,10,16760,41,11430,1597,3695,89,Abril,2019.0
Parque Arví - Centro Ambiental Y Cultural Parque Arví,847,53,0,0,4,511,34,187,151,15,6,2,888,14,540,165,195,4,Abril,2019.0
Parque Belén,2583,172,10,0,2,1868,41,391,361,102,4,0,2752,15,1810,350,598,9,Abril,2019.0
Parque Berrío,4664,350,0,0,1,3324,74,974,575,66,2,56,4934,25,3169,694,1142,10,Abril,2019.0
Parque Bicentenario,5245,1015,4,0,3,4187,86,1439,514,15,26,26,6219,22,3688,485,2066,28,Abril,2019.0
Parque Bolívar,6285,596,3,0,0,3917,99,1842,885,114,27,12,6843,29,3732,784,2350,18,Abril,2019.0
Parque Campo Alegre (La Jota),2256,182,0,0,2,1420,103,518,325,73,1,14,2411,15,1455,322,639,24,Abril,2019.0
Parque Cancha Grande San Joaquín,1993,239,1,1,50,1498,56,390,257,69,14,47,2225,12,1436,268,539,41,Abril,2019.0
Parque Cerro El Cristo Salvador,3872,407,0,0,1,2453,101,1194,427,78,27,10,4232,38,2262,328,1583,107,Abril,2019.0
Parque De Boston,5991,492,11,0,7,4161,143,1128,829,211,29,16,6424,61,4069,748,1649,35,Abril,2019.0
Parque De Cristo Rey,6935,767,0,0,1,4992,186,1349,931,223,22,41,7623,39,4690,916,2075,22,Abril,2019.0
Parque De Guadalupe,9282,1683,24,0,0,7535,659,1955,745,45,50,16,10845,128,7149,1214,2613,13,Abril,2019.0
Parque De La Pilarica,548,67,0,0,0,377,15,125,83,12,3,14,600,1,357,47,210,1,Abril,2019.0
Parque De La Vida - Los Colores,710,339,0,0,0,756,38,186,48,19,2,61,988,0,504,280,260,5,Abril,2019.0
Parque De Los Deseos,12501,594,20,1,10,8532,448,2863,1162,68,53,110,12973,43,8692,1922,2472,40,Abril,2019.0
Parque De Los Pies Descalzos,2025,86,0,0,2,1004,94,658,326,21,10,168,1934,11,1065,465,565,18,Abril,2019.0
Parque De Robledo,5079,340,2,0,9,3700,328,874,443,68,17,14,5394,22,3871,566,979,14,Abril,2019.0
Parque Del Ajedrez,787,40,0,0,1,396,12,287,126,6,1,90,737,1,407,111,310,0,Abril,2019.0
Parque Del Periodista,6159,661,2,0,16,4515,74,1456,748,39,6,11,6818,9,4139,772,1865,62,Abril,2019.0
Parque Deportivo Y Recreativo La Tinajita,5539,818,5,0,0,3987,315,1217,803,22,18,23,6282,57,3854,918,1576,14,Abril,2019.0
Parque El Emperador,1541,311,0,0,4,1205,33,294,280,40,4,13,1832,11,959,309,588,0,Abril,2019.0
Parque El Triángulo,1410,320,0,0,4,1099,13,335,270,15,2,4,1724,6,959,114,650,11,Abril,2019.0
Parque Explora,10519,1230,5,0,93,7720,381,2405,1214,84,43,113,11711,23,7302,1760,2749,36,Abril,2019.0
Parque Florencia,3983,507,20,0,2,2962,329,681,472,33,35,16,4479,17,2990,522,984,16,Abril,2019.0
Parque Gaitán,7773,717,9,0,1,5348,529,1521,948,91,63,44,8423,33,5522,1005,1938,35,Abril,2019.0
Parque Juanes De La Paz,5411,1075,3,0,2,3955,334,1396,657,114,35,95,6380,16,3637,844,1983,27,Abril,2019.0
Parque Kennedy,3923,629,5,0,30,3119,160,1102,193,8,5,4,4536,47,2826,390,1367,4,Abril,2019.0
Parque la Batea del barrio Villatina,2094,376,0,0,0,1334,90,682,222,54,88,2,2392,76,1336,544,590,0,Abril,2019.0
Parque la Candelaria,6015,1256,4,0,4,4855,278,1566,479,16,85,96,7076,107,4474,1006,1780,19,Abril,2019.0
Parque La Castellana,1910,139,1,0,0,1091,35,451,381,74,18,74,1971,5,1053,344,615,38,Abril,2019.0
Parque La Matea,2038,265,0,0,1,1574,112,431,149,36,2,2,2297,5,1539,116,643,6,Abril,2019.0
Parque La Milagrosa,5314,759,0,0,10,4048,449,895,574,92,25,20,6047,16,4018,645,1394,26,Abril,2019.0
Parque Lineal La Herrera Santo Domingo,3135,656,0,0,0,1809,434,1139,328,40,41,227,3540,24,1842,739,1153,57,Abril,2019.0
Parque Lleras,6324,262,1,0,5,4011,79,1543,853,93,13,7,6553,32,3990,877,1699,26,Abril,2019.0
Parque Los Mangos,748,68,0,0,1,623,4,101,84,5,0,1,815,1,590,50,177,0,Abril,2019.0
Parque los Tanques,567,59,1,0,3,416,10,82,64,52,6,0,628,2,428,114,87,1,Abril,2019.0
Parque Lourdes,1080,119,0,0,3,744,30,237,115,69,7,31,1170,1,695,217,285,5,Abril,2019.0
Parque Manzanares,1329,54,0,0,1,806,100,269,181,25,3,16,1349,19,891,212,270,11,Abril,2019.0
Parque Norte,2706,111,1,0,0,1611,132,732,289,32,22,32,2783,3,1688,649,469,12,Abril,2019.0
Parque Pablo VI,2440,399,0,0,0,1555,144,768,310,8,54,5,2798,36,1439,416,979,5,Abril,2019.0
Parque Pinocho,1558,331,0,0,19,1283,30,331,222,33,9,18,1879,11,1054,122,727,5,Abril,2019.0
Parque Plan Parcial Invatex,1969,78,0,0,1,1333,93,424,172,24,2,23,2008,17,1405,227,411,5,Abril,2019.0
Parque Principal Belén los Alpes,5709,568,0,0,10,3965,209,1345,682,77,9,11,6263,13,3848,694,1729,16,Abril,2019.0
Parque Principal Campo Valdés,11341,1967,24,1,59,9268,648,2550,838,48,40,13,13334,45,8686,1307,3354,45,Abril,2019.0
Parque Principal San Antonio de Prado,4316,165,7,1,2,3056,128,817,427,54,9,16,4431,44,3092,526,860,13,Abril,2019.0
Parque Principal Villa Hermosa,9262,520,7,0,2,6142,333,1945,1180,136,55,12,9735,44,6260,1342,2153,36,Abril,2019.0
Parque Recreativo Barrio Jesús,2702,596,7,0,0,2005,133,823,315,14,15,96,3185,24,1834,491,975,5,Abril,2019.0
Parque San Antonio,16053,933,2,0,3,11696,367,2760,1916,216,36,53,16876,62,11532,2059,3375,25,Abril,2019.0
Parque Suramericana Alta,2596,124,0,0,6,1778,90,482,342,31,3,20,2698,8,1827,357,538,4,Abril,2019.0
Parque Unicentro,1157,99,0,0,24,966,6,135,141,31,1,11,1263,6,930,127,221,2,Abril,2019.0
Perpetuo Socorro,1158,71,5,0,0,741,21,233,221,17,1,8,1224,2,732,139,357,6,Abril,2019.0
Pista De Atletismo Alfonso Galvis,3503,177,1,0,7,2010,205,1022,389,48,14,28,3644,16,2123,554,1002,9,Abril,2019.0
Pista De Bicicrós Antonio Roldán Betancur,1883,135,1,0,0,903,193,363,504,26,30,19,1998,2,1013,471,532,3,Abril,2019.0
Pista de BMX Mariana Pajón,416,132,0,0,0,317,40,100,85,6,0,36,512,0,245,60,242,1,Abril,2019.0
Pista De Patinaje Francisco Antonio Zea,4731,589,0,0,0,3240,236,1018,740,45,41,17,5273,30,3166,887,1258,9,Abril,2019.0
Placa Cubierta La Sierra,1682,338,7,0,0,1117,130,511,217,4,48,22,2002,3,1136,418,473,0,Abril,2019.0
Placa De Arenilla Aguas Frías,2090,420,0,0,0,1330,238,623,263,43,13,55,2422,33,1323,448,737,2,Abril,2019.0
Placa Polideportiva Blanquizal,4293,430,3,0,3,2673,403,1126,417,16,94,17,4677,35,3017,782,913,17,Abril,2019.0
Placa Polideportiva La Cristóbal,2628,178,6,0,3,1395,153,480,703,37,47,40,2771,4,1495,508,766,46,Abril,2019.0
Placa Polideportiva Los Tanques,1375,677,57,0,0,1242,186,517,90,11,63,64,2031,14,831,270,981,27,Abril,2019.0
Placa Polideportiva Metropolitano,1348,147,35,0,0,566,211,376,134,151,92,17,1512,1,727,283,517,3,Abril,2019.0
Placa Polideportiva San Martín,961,121,0,0,0,491,251,165,144,23,8,72,1006,4,681,169,204,28,Abril,2019.0
Placa Polideportiva Trinidad,3626,354,0,0,3,2197,225,1251,270,16,24,13,3910,60,2368,455,1148,12,Abril,2019.0
Plaza Botero,5170,301,1,0,1,3496,44,1145,715,67,6,19,5436,18,3443,709,1316,5,Abril,2019.0
Plaza Gardel - Aeropuerto Olaya Herrera,481,67,1,0,0,385,12,118,34,0,0,9,538,2,367,51,124,7,Abril,2019.0
Plaza Mayor - Plazoleta Interamericana,2191,112,2,1,2,1382,36,586,285,18,1,13,2288,7,1359,344,595,10,Abril,2019.0
Plazoleta De Banderas,7388,969,35,0,13,4928,399,2041,892,103,42,63,8319,23,4704,1454,2199,48,Abril,2019.0
Plazoleta De Cisneros,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Abril,2019.0
Plazoleta Del MAMM,1405,77,1,1,0,1110,16,203,117,30,8,21,1455,8,1091,134,246,13,Abril,2019.0
Plazoleta Entre IE Antonio Derka y La IE Santo Domingo Savio,3967,423,9,0,0,3002,379,800,191,12,15,23,4360,16,3126,361,906,6,Abril,2019.0
Plazoleta Estación Estadio (Metro),7692,380,12,0,5,5542,189,1630,671,41,16,15,8048,26,5527,955,1577,30,Abril,2019.0
Plazoleta Estación Industriales (Metro),7214,309,2,0,7,5284,65,1289,814,76,4,67,7433,32,5179,840,1484,29,Abril,2019.0
Plazoleta Estación Industriales (Metroplús),8756,344,4,16,1,7249,60,1073,698,37,4,91,8998,32,7109,783,1212,17,Abril,2019.0
Plazoleta Estación La Aurora (Metrocable),4129,436,61,0,0,2643,377,1057,459,66,24,17,4566,43,2800,582,1232,12,Abril,2019.0
Plazoleta Estación Poblado (Metro),8852,632,11,2,12,7206,97,1484,635,78,9,39,9422,48,6845,1095,1550,19,Abril,2019.0
Plazoleta Estación Popular 1 (Metrocable),6265,1093,4,0,29,4840,402,1561,492,52,44,86,7199,106,4588,1001,1745,57,Abril,2019.0
Plazoleta Estación Santo Domingo (Metrocable),6252,431,10,0,3,4418,294,1473,449,31,31,19,6600,77,4520,780,1385,11,Abril,2019.0
Plazoleta La Alpujarra,3790,207,0,0,2,2722,37,611,573,42,14,8,3987,4,2627,485,881,6,Abril,2019.0
"Plazoleta, Institución Universitaria Pascual Bravo",3036,198,4,0,7,2023,230,869,77,31,15,161,3077,7,2159,239,838,9,Abril,2019.0
Plazuela Carlos E. Restrepo,4607,617,2,0,11,3503,73,1193,448,17,3,30,5165,42,3095,516,1573,53,Abril,2019.0
Plazuela San Ignacio,10332,687,7,2,12,7111,127,1781,1761,241,19,36,10870,134,6856,1374,2790,20,Abril,2019.0
Por Mis Derechos - Por Una Vida Más Digna (Oficina La Candelaria),779,236,1,0,0,671,30,107,198,9,1,100,916,0,508,300,208,0,Abril,2019.0
Primer Parque De Laureles,4503,335,9,5,10,2956,89,1319,461,30,7,11,4824,27,2863,427,1549,23,Abril,2019.0
Registraduría (Torres De Bomboná),2650,139,0,0,2,1371,172,539,618,89,2,5,2776,10,1489,676,622,4,Abril,2019.0
Secretaría De Movilidad (Oficina Castilla),7655,439,42,0,2,4300,121,1776,1710,188,43,165,7966,7,4167,1771,2141,59,Abril,2019.0
Teatro Al Aire Libre Y Parque El Pedregal,2136,258,0,0,3,1298,258,526,230,83,2,107,2271,19,1369,264,728,36,Abril,2019.0
Telecentro San Joaquín,355,22,0,0,0,198,35,61,74,4,5,5,365,7,223,81,73,0,Abril,2019.0
Terminal Del Norte,31194,974,3,0,23,20106,977,7091,3433,452,135,299,31700,195,20856,4639,6614,85,Abril,2019.0
Terminal Del Sur,18383,544,9,0,82,11796,588,3954,2263,349,68,184,18734,100,12228,2881,3845,64,Abril,2019.0
Tesorería Municipal (Oficina CAM),2276,240,13,0,1,1362,48,489,484,143,4,16,2511,3,1286,705,521,18,Abril,2019.0
Tiro Con Arco Unidad Deportiva Andrés Escobar,6502,405,1,0,6,3933,492,1569,780,108,32,20,6874,20,4230,760,1908,16,Abril,2019.0
Unidad Deportiva Alejandro Echavarría,4994,526,0,0,0,2957,467,1502,459,37,98,10,5475,35,3183,733,1568,36,Abril,2019.0
Unidad Deportiva Antonio Nariño,6707,464,0,0,12,4241,517,1563,697,111,54,15,7069,99,4568,922,1668,25,Abril,2019.0
Unidad Deportiva Barrio Cristóbal,2242,279,5,0,0,1363,158,597,375,17,16,33,2485,8,1354,409,747,16,Abril,2019.0
Unidad Deportiva Campo Amor,5708,541,13,0,6,3570,565,1159,858,64,52,51,6191,26,3915,775,1562,16,Abril,2019.0
Unidad Deportiva Doce De Octubre,5248,544,8,0,4,3753,364,1238,399,23,27,22,5749,33,3773,605,1404,22,Abril,2019.0
Unidad Deportiva El Raizal,6707,800,8,0,10,4767,449,1710,520,48,31,77,7402,46,4690,744,2086,5,Abril,2019.0
Unidad Deportiva Granizal,4823,1224,2,0,1,3741,571,1223,420,28,67,286,5631,133,3569,971,1487,23,Abril,2019.0
Unidad Deportiva José René Higuita,7906,602,3,2,1,4599,566,2369,843,103,34,79,8415,20,4804,1411,2256,43,Abril,2019.0
Unidad Deportiva María Luisa Calle,2101,255,27,3,3,1460,126,419,349,23,12,18,2364,7,1397,455,516,21,Abril,2019.0
Unidad Deportiva Miraflores,6301,776,2,0,7,4201,469,1633,642,98,43,59,6999,28,4251,648,2136,51,Abril,2019.0
Unidad Deportiva San Blas,4478,877,6,0,1,3329,259,1116,612,24,22,15,5296,51,3154,607,1594,7,Abril,2019.0
Unidad Deportiva Tricentenario,3695,741,0,0,3,2223,225,1121,754,110,6,3,4428,8,2081,776,1548,34,Abril,2019.0
Unidad Integral N°6,814,111,0,0,1,410,9,177,250,24,56,13,913,0,463,241,222,0,Abril,2019.0
Unidad Permanente de Justicia (UPJ),4005,321,0,0,1,2171,132,1042,815,158,9,118,4199,10,2175,1082,1053,17,Abril,2019.0
Upss Belén,5228,471,0,0,0,2892,167,1446,1026,160,8,32,5647,20,2782,1860,1044,13,Abril,2019.0
Upss Castilla,5323,740,5,0,0,3083,190,1336,1226,217,16,55,5978,35,2708,2438,883,39,Abril,2019.0
Upss Doce De Octubre,3093,150,2,0,0,1520,136,758,684,138,9,6,3232,7,1605,1157,478,5,Abril,2019.0
Upss Manrique,7658,849,1,0,0,3867,281,2701,1492,138,29,34,8418,56,3601,3238,1650,19,Abril,2019.0
Upss Nuevo Occidente,3472,513,5,0,3,2217,124,779,805,45,23,73,3873,47,2084,1073,833,3,Abril,2019.0
Upss San Cristóbal,5309,586,95,0,0,2841,192,1694,1029,127,107,64,5903,23,2642,2268,1032,48,Abril,2019.0
Upss San Javier,4988,256,3,0,0,2704,303,1282,844,97,17,26,5208,13,2899,1787,551,10,Abril,2019.0
Upss Santa Cruz,4713,655,5,0,3,2756,379,1347,768,114,12,5,5354,17,2809,1813,747,7,Abril,2019.0
"\Velódromo Martín Emilio \""\""Cochise\""\"" Rodríguez\""""",841,52,0,1,0,511,52,193,132,6,0,27,865,2,526,140,224,4,Abril,2019.0
Viaducto Tramo Dos,1137,331,0,1,0,935,95,310,107,20,2,0,1451,18,868,329,264,8,Abril,2019.0
@Medellín - Sapiencia,808,20,0,0,0,435,37,177,169,7,3,35,791,2,468,233,127,0,Mayo,2019.0
Aeroparque Juan Pablo Segundo,1626,634,4,0,0,1261,96,477,327,79,24,7,2255,2,889,628,737,10,Mayo,2019.0
Ampliación La Honda,1444,169,0,0,0,780,120,508,175,8,22,36,1548,29,839,367,394,13,Mayo,2019.0
Ampliación Museo Cementerio San Pedro,884,55,0,0,8,564,27,229,115,10,2,1,944,2,548,161,236,2,Mayo,2019.0
Ampliación Parque La Pilarica,627,46,0,0,0,408,10,85,163,3,4,50,623,0,383,93,195,2,Mayo,2019.0
Ampliación Plazoleta Estación Estadio,4054,197,7,0,11,3274,66,626,283,15,5,4,4254,11,3240,428,588,13,Mayo,2019.0
Aula Ambiental Paseo del Río,683,199,0,0,0,444,5,195,234,2,2,62,819,1,433,185,253,11,Mayo,2019.0
Aula Ambiental Plaza La América,645,41,1,3,7,379,17,119,149,33,0,18,669,10,371,172,151,3,Mayo,2019.0
Banco De Los Pobres,400,11,0,0,0,128,2,135,144,2,0,20,391,0,124,159,127,1,Mayo,2019.0
Bello Oriente (Sector Palomar),2922,488,1,0,0,1831,383,682,351,59,105,48,3310,53,2029,622,743,17,Mayo,2019.0
Bolera Unidad Deportiva Andrés Escobar,1148,104,2,0,6,730,44,225,217,36,8,51,1204,5,710,179,366,5,Mayo,2019.0
Canal Parque Telemedellín,794,12,31,0,1,431,55,172,159,20,1,8,828,2,450,166,212,10,Mayo,2019.0
Cancha Aguas Frías Parte Alta,2856,297,0,0,0,1243,452,886,400,74,98,266,2868,19,1703,685,756,9,Mayo,2019.0
Cancha De Arena El Manzanillo,1652,265,0,0,0,1002,144,374,348,35,14,19,1887,11,1091,318,506,2,Mayo,2019.0
Cancha de Fútbol Arenilla Buena Vista,2485,324,0,0,17,1811,182,582,205,22,24,14,2796,16,1962,449,415,0,Mayo,2019.0
Cancha de Futbol el Rompoy Popular N1,5338,990,2,0,14,3347,814,1669,370,66,78,21,6277,46,3977,1096,1269,2,Mayo,2019.0
Cancha de Fútbol en Grama Sintética San Nicolás,2450,388,2,0,0,1691,128,601,389,18,13,20,2812,8,1684,428,717,11,Mayo,2019.0
Cancha Sintética Horizontes,3429,337,0,0,0,2006,295,849,551,38,27,6,3747,13,2248,651,858,9,Mayo,2019.0
Cancha Sintética la Maracaná,4511,417,0,0,0,2629,508,1103,582,41,65,3,4904,21,3053,744,1104,27,Mayo,2019.0
Cancha Sintética las Esmeraldas,4524,1010,7,0,11,3601,312,1074,528,23,14,24,5512,16,3447,597,1489,19,Mayo,2019.0
Cancha Sintética Villa del Socorro,2629,337,14,0,7,1508,182,800,474,13,10,111,2858,18,1543,446,989,9,Mayo,2019.0
Casa De Gobierno Altavista,780,19,0,0,0,343,37,194,220,2,3,76,723,0,380,260,159,0,Mayo,2019.0
Casa De Gobierno San Antonio De Prado,857,34,0,0,0,421,19,148,264,35,4,29,861,1,434,300,154,3,Mayo,2019.0
Casa De Gobierno San Cristóbal,1701,64,1,0,0,889,70,307,468,30,2,21,1735,10,933,514,319,0,Mayo,2019.0
Casa De Gobierno San Sebastián De Palmitas,723,11,0,0,0,233,19,182,291,5,4,137,595,2,250,203,281,0,Mayo,2019.0
Casa De Gobierno Santa Elena,1279,158,0,0,1,928,101,218,166,18,7,84,1343,11,917,245,272,4,Mayo,2019.0
Casa De Justicia 20 De Julio,6181,709,5,0,0,4000,534,1554,690,83,34,139,6724,32,4231,1374,1277,13,Mayo,2019.0
Casa De Justicia De Robledo,1422,38,0,0,1,734,70,302,310,33,12,50,1408,3,784,212,464,1,Mayo,2019.0
Casa De Justicia Villa Del Socorro,1768,274,0,0,0,1123,140,450,280,37,12,123,1915,4,1093,572,373,4,Mayo,2019.0
Casa De La Cultura Ávila,947,68,0,0,0,515,92,206,164,24,14,22,986,7,574,245,183,13,Mayo,2019.0
Casa De La Cultura El Poblado,1201,89,0,0,0,631,9,212,435,3,0,43,1241,6,572,190,527,1,Mayo,2019.0
Casa De La Cultura Los Alcázares,1280,137,1,0,1,808,84,218,265,31,13,7,1407,5,875,346,192,6,Mayo,2019.0
Casa De La Cultura Manrique,2429,302,126,0,6,2034,125,367,247,72,18,29,2805,29,1881,490,429,63,Mayo,2019.0
Casa De La Cultura Pedregal,1673,139,3,0,5,981,196,279,317,19,28,40,1776,4,1142,292,374,12,Mayo,2019.0
Cav Belencito,2825,269,1,0,0,1473,59,771,727,58,7,52,3038,5,1435,926,732,2,Mayo,2019.0
Cav Caunces,783,80,3,0,0,433,15,179,230,8,1,12,854,0,418,284,164,0,Mayo,2019.0
CAV La América,1311,208,1,0,1,581,25,372,522,20,1,389,1131,1,500,576,416,29,Mayo,2019.0
Cav Palermo,470,13,0,0,0,124,47,134,147,0,31,11,472,0,201,126,149,7,Mayo,2019.0
CEDEZO Belén,1255,139,2,0,11,858,35,289,198,26,1,80,1321,6,802,296,309,0,Mayo,2019.0
CEDEZO La Ladera,1499,340,1,0,0,1154,20,406,246,9,5,16,1822,2,930,198,702,10,Mayo,2019.0
Cedezo La Quintana,1558,167,2,0,0,1067,101,402,134,13,10,15,1710,2,1072,239,400,16,Mayo,2019.0
CEDEZO Manrique,1240,188,0,0,0,856,78,274,203,16,1,13,1410,5,793,310,321,4,Mayo,2019.0
Cedezo San Antonio De Prado,456,75,0,0,0,355,9,95,56,1,15,7,522,2,307,184,40,0,Mayo,2019.0
CEDEZO San Cristóbal,2189,103,7,0,1,1166,251,493,353,8,29,37,2252,11,1425,559,305,11,Mayo,2019.0
CEDEZO San Javier,1862,398,1,0,13,1407,46,492,317,9,3,81,2176,17,1165,541,561,7,Mayo,2019.0
CEDEZO Santa Cruz,3477,302,4,0,0,2171,251,829,462,49,21,77,3696,10,2319,591,843,30,Mayo,2019.0
CEDEZO Santo Domingo,2524,748,2,0,1,2022,257,681,303,5,7,125,3142,8,1850,560,857,8,Mayo,2019.0
Centralidad Deportiva El Progreso N°2,5132,616,0,0,1,3256,320,1338,657,123,55,61,5648,40,3317,943,1483,6,Mayo,2019.0
Centralidad El Pesebre,2197,208,0,0,0,1288,241,690,158,13,15,21,2372,12,1384,403,612,6,Mayo,2019.0
Centralidad Vereda La Suiza,866,1054,5,0,0,1459,137,187,89,49,4,20,1894,11,886,341,694,4,Mayo,2019.0
Centro Cultural Los Colores,637,43,2,0,2,386,25,176,76,15,6,12,668,4,387,140,155,2,Mayo,2019.0
Centro Cultural Moravia,6734,775,9,0,15,4288,602,1642,793,48,160,120,7304,109,4582,1311,1605,35,Mayo,2019.0
Centro De Integración Afrocolombiano,2358,182,0,0,0,850,135,892,563,71,29,489,2045,6,863,800,841,36,Mayo,2019.0
Centro de Integración Comuna 11 (Casa Betancur),341,12,0,0,0,216,6,44,53,32,2,65,287,1,220,52,81,0,Mayo,2019.0
Centro De Salud Alfonso López,1606,178,0,0,0,947,91,529,162,40,15,31,1752,1,924,533,318,9,Mayo,2019.0
Centro De Salud Belén Rincón,1500,141,0,0,0,990,107,183,278,80,3,6,1633,2,1057,397,184,3,Mayo,2019.0
Centro De Salud Carpinelo,1123,79,0,0,0,733,55,304,85,17,8,3,1186,13,752,312,134,4,Mayo,2019.0
Centro De Salud El Raizal,1226,105,0,0,0,650,34,323,254,65,5,15,1315,1,629,435,267,0,Mayo,2019.0
Centro De Salud Guayabal,1214,145,0,0,0,636,15,251,394,61,2,5,1352,2,551,376,430,2,Mayo,2019.0
Centro De Salud La Cruz,510,73,0,0,0,353,28,131,65,4,2,14,567,2,329,179,73,2,Mayo,2019.0
Centro De Salud La Esperanza,2393,446,0,0,0,1775,144,573,307,18,22,8,2810,21,1676,571,569,23,Mayo,2019.0
Centro De Salud La Loma,463,54,0,0,0,306,35,79,92,1,4,5,511,1,338,134,45,0,Mayo,2019.0
